Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
78;21100824437;"Led i Sneg";journal;"20766734, 24123765";0,297;Q3;12;46;138;1490;104;137;0,71;32,39;38,40;0;8;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2017-2024";"Earth-Surface Processes (Q3); Geochemistry and Petrology (Q3); Global and Planetary Change (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Environmental Science"
79;21100811145;"Novosti Sistematiki Nizshikh Rastenii";journal;"05685435";0,296;Q3;11;33;94;1204;90;94;0,95;36,48;61,90;0;1;Russian Federation;Eastern Europe;"Komarov Botanical Institute";"2016-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
80;21100787098;"World Economy and International Relations";journal;"01312227";0,294;Q2;14;159;484;4239;293;474;0,58;26,66;40,91;3;90;Russian Federation;Eastern Europe;"Primakov National Research Institute";"2015-2024";"Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
81;34885;"Izvestiya Vysshikh Uchebnykh Zavedenij. Chernaya Metallurgiya";journal;"03680797";0,293;Q2;14;106;354;2677;202;351;0,60;25,25;30,59;0;25;Russian Federation;Eastern Europe;"Moskovskii Gosudarstvennyi Institut Stali i Splavov";"1971, 1975-1988, 2001-2004, 2017-2024";"Metals and Alloys (Q2); Materials Science (miscellaneous) (Q3)";"Materials Science"
82;21100834305;"Vestnik Sankt-Peterburgskogo Universiteta, Istoriya";journal;"25419390, 18129323";0,293;Q1;7;80;239;2251;61;239;0,22;28,14;27,66;0;10;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"History (Q1)";"Arts and Humanities"
83;21101067744;"Zanry Reci";journal;"23110759, 23110740";0,293;Q2;6;32;95;635;37;95;0,39;19,84;73,53;0;3;Russian Federation;Eastern Europe;"Saratov State University";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
84;21100783205;"Horizon. Studies in Phenomenology";journal;"23116986, 22265260";0,291;Q2;4;33;98;884;23;95;0,24;26,79;30,30;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2012-2024";"Philosophy (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Signal Processing (Q3)";"Arts and Humanities; Computer Science; Energy; Engineering; Mathematics"
85;21101012573;"Vestnik Novosibirskogo Gosudarstvennogo Universiteta, Seriya: Istoriya, Filologiya";journal;"18187919";0,289;Q1;6;129;431;2951;85;431;0,24;22,88;52,63;0;14;Russian Federation;Eastern Europe;"Novosibirsk State Technical University";"2019-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
86;21100944725;"Marine Biological Journal";journal;"24999776, 24999768";0,288;Q3;10;35;115;1092;80;115;0,64;31,20;60,98;0;10;Russian Federation;Eastern Europe;"A.O. Kovalevsky Institute of Biology of the Southern Seas of RAS";"2016-2024";"Aquatic Science (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences; Environmental Science"
87;21100793212;"Sovremennaya Evropa";journal;"02017083";0,288;Q2;9;110;378;1887;165;378;0,46;17,15;50,51;0;43;Russian Federation;Eastern Europe;"Institute of Europe of Russian Academy of Sciences";"2016-2024";"Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
88;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";0,285;Q1;10;67;212;1480;77;211;0,34;22,09;34,78;0;3;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
89;21100834310;"Vestnik Sankt-Peterburgskogo Universiteta, Prikladnaya Matematika, Informatika, Protsessy Upravleniya";journal;"18119905, 25422251";0,284;Q3;11;51;122;977;127;122;1,20;19,16;32,23;0;9;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Applied Mathematics (Q3); Computer Science (miscellaneous) (Q3); Control and Optimization (Q4)";"Computer Science; Mathematics"
90;19712;"Gornyi Zhurnal";journal;"00172278";0,283;Q3;21;174;542;3586;301;540;0,57;20,61;33,75;0;60;Russian Federation;Eastern Europe;"Izdatel'stvo Ruda i Metally";"1971, 1973-1977, 2001-2005, 2013-2024";"Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences"
91;21101053557;"Nizhnevolzhskiy Arkheologicheskiy Vestnik";journal;"26585995, 25878123";0,282;Q2;5;35;81;1263;29;80;0,45;36,09;31,75;0;4;Russian Federation;Eastern Europe;"Volgograd State University";"2019-2024";"Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
92;18162;"Sotsiologicheskie Issledovaniya";journal;"01321625";0,282;Q2;16;194;624;3269;271;559;0,43;16,85;50,41;0;65;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1981-1982, 1984-1986, 2002-2024";"Sociology and Political Science (Q2)";"Social Sciences"
93;5000160401;"Earth's Cryosphere";journal;"15607496";0,281;Q3;21;34;123;942;54;123;0,43;27,71;34,55;0;3;Russian Federation;Eastern Europe;"Publishing House of Siberian Branch of the Russian Academy of Sciences";"2003-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Earth-Surface Processes (Q3); Geotechnical Engineering and Engineering Geology (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Environmental Science"
94;21100836842;"Rossijskaja Arheologija";journal;"08696063";0,281;Q1;7;56;155;1852;65;155;0,45;33,07;39,20;0;8;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2017-2024";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
95;21100782420;"Ural'skij Istoriceskij Vestnik";journal;"17289718";0,280;Q1;9;81;215;1552;56;213;0,26;19,16;47,11;0;24;Russian Federation;Eastern Europe;"Ural Branch of RAS";"2016-2024";"History (Q1)";"Arts and Humanities"
96;21100792813;"Turczaninowia";journal;"15607267, 15607259";0,277;Q3;11;75;184;2497;123;184;0,56;33,29;52,47;0;14;Russian Federation;Eastern Europe;"Altai State University";"2016-2024";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences; Environmental Science"
97;28662;"Bezopasnost' Truda v Promyshlennosti";journal;"26585537, 04092961";0,276;Q3;12;150;460;2146;225;458;0,52;14,31;39,86;0;53;Russian Federation;Eastern Europe;"STC Industrial Safety CJSC";"1980, 2001-2005, 2018-2025";"Energy (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Safety, Risk, Reliability and Quality (Q3); Chemical Health and Safety (Q4)";"Chemical Engineering; Energy; Engineering; Environmental Science"
98;21100945712;"Vladikavkaz Mathematical Journal";journal;"18140807, 16833414";0,276;Q3;6;45;106;729;39;105;0,37;16,20;36,23;0;0;Russian Federation;Eastern Europe;"Southern Mathematical Institute of VSC RAS";"2019-2024";"Mathematics (miscellaneous) (Q3)";"Mathematics"
99;21100903469;"Russia in Global Affairs";journal;"18106374, 26189844";0,274;Q1;9;52;151;1046;59;124;0,39;20,12;26,19;3;1;Russian Federation;Eastern Europe;"Foreign Policy Research Foundation";"2018-2024";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
100;21100901016;"Journal of Language and Education";journal;"24117390";0,273;Q2;14;56;153;3357;173;150;1,03;59,95;46,28;0;12;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2018-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
101;16406;"Geologiya Nefti i Gaza";journal;"00167894, 25878263";0,271;Q3;9;44;94;642;35;94;0,37;14,59;49,53;0;4;Russian Federation;Eastern Europe;"All-Russian Research Geological Oil Institute (VNIGNI)";"1968, 1976-1987, 2005-2007, 2020-2024";"Ecology (Q3); Geology (Q3); Geophysics (Q3); Geochemistry and Petrology (Q4)";"Earth and Planetary Sciences; Environmental Science"
102;21100905930;"Kratkiye Soobshcheniya Instituta Arkheologii";journal;"01302620";0,271;Q1;7;111;373;2449;100;373;0,29;22,06;42,53;0;7;Russian Federation;Eastern Europe;"Russian Academy of Sciences, Institute of Archaeology";"2018-2024";"History (Q1); Archeology (arts and humanities) (Q2)";"Arts and Humanities"
103;21101059922;"Russian Peasant Studies";journal;"25001809, 29492564";0,271;Q1;5;37;112;798;28;97;0,26;21,57;31,71;0;17;Russian Federation;Eastern Europe;"Russian Presidental Academy of National Economy and Public Administration";"2019-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Archeology (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
104;21101064806;"Mongolian Studies";journal;"25001523, 27128059";0,268;Q1;4;56;164;1726;20;164;0,14;30,82;56,25;0;4;Russian Federation;Eastern Europe;"Kalmyk Scientific Centre of Russian Academy of Sciences";"2016-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Linguistics and Language (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
105;21100403901;"Neftyanoe khozyaystvo - Oil Industry";journal;"00282448";0,268;Q3;22;245;860;2250;326;860;0,40;9,18;31,33;0;51;Russian Federation;Eastern Europe;"Neftyanoe Khozyaistvo";"1975-1988, 2001-2024";"Energy Engineering and Power Technology (Q3); Fuel Technology (Q3)";"Energy"
106;15148;"Vestnik Oftalmologii";journal;"23091282, 0042465X";0,268;Q3;18;125;453;3755;337;453;0,71;30,04;65,52;0;16;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1949-2024";"Medicine (miscellaneous) (Q3); Ophthalmology (Q3)";"Medicine"
107;21100906907;"Bulletin of Ugric Studies";journal;"25879766, 22204156";0,267;Q1;7;78;225;2134;85;225;0,36;27,36;76,92;0;2;Russian Federation;Eastern Europe;"Ob-Ugric Institute of Applied Researches and Development";"2019-2024";"History (Q1); Anthropology (Q2); History and Philosophy of Science (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
108;21101062811;"Membranes and Membrane Technologies";journal;"25177524, 25177516";0,265;Q3;13;48;138;2235;243;138;1,64;46,56;42,48;0;7;Russian Federation;Eastern Europe;"Springer Nature";"2019-2024";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Materials Science"
109;21100812103;"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering";journal;"24131830, 25001019";0,264;Q3;17;224;721;8062;541;721;0,82;35,99;33,54;0;72;Russian Federation;Eastern Europe;"Tomsk Polytechnic University";"2015-2025";"Economic Geology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Management, Monitoring, Policy and Law (Q3); Materials Science (miscellaneous) (Q3); Waste Management and Disposal (Q4)";"Earth and Planetary Sciences; Energy; Environmental Science; Materials Science"
110;21100776063;"Letters on Materials";journal;"22185046, 24103535";0,264;Q3;17;86;300;2375;290;300;0,94;27,62;37,24;0;6;Russian Federation;Eastern Europe;"Institute for Metals Superplasticity Problems of Russian Academy of Sciences";"2014-2024";"Materials Science (miscellaneous) (Q3)";"Materials Science"
111;21100996943;"Psychological Science and Education";journal;"18142052, 23117273";0,264;Q3;17;65;161;1917;170;159;1,13;29,49;73,05;0;29;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"1999, 2004-2024";"Education (Q3); Psychology (miscellaneous) (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
112;27036;"Radiochemistry";journal;"16083288, 10663622";0,264;Q3;33;85;289;3028;237;289;0,86;35,62;36,99;0;8;Russian Federation;Eastern Europe;"";"2001-2024";"Physical and Theoretical Chemistry (Q3)";"Chemistry"
113;21100855747;"Vestnik Tomskogo Gosudarstvennogo Universiteta, Matematika i Mekhanika";journal;"23112255, 19988621";0,264;Q3;10;77;207;1269;104;207;0,52;16,48;28,00;0;4;Russian Federation;Eastern Europe;"Tomsk State University";"2017-2024";"Computational Mechanics (Q3); Mathematics (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)";"Engineering; Mathematics"
114;21100785516;"Geodynamics and Tectonophysics";journal;"2078502X";0,263;Q3;17;110;166;2716;131;165;0,76;24,69;45,71;0;9;Russian Federation;Eastern Europe;"Institute of the Earth's Crust";"2015-2024";"Earth-Surface Processes (Q3); Economic Geology (Q3); Geology (Q3); Geophysics (Q3)";"Earth and Planetary Sciences"
115;21100828916;"Theoretical and Applied Ecology";journal;"19954301, 26188406";0,263;Q3;11;131;327;3103;213;325;0,61;23,69;66,17;1;73;Russian Federation;Eastern Europe;"Publishing house of O-Kratkoe";"2017-2024";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences; Environmental Science"
116;21100780829;"Ekonomicheskaya Sotsiologiya";journal;"17263247";0,262;Q3;8;24;83;1494;37;80;0,53;62,25;64,10;0;15;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
117;21100821147;"Quaestio Rossica";journal;"2311911X, 23136871";0,262;Q1;9;117;286;3007;51;279;0,19;25,70;49,28;0;21;Russian Federation;Eastern Europe;"Ural Federal University";"2013-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
118;21100773342;"Siberian Historical Research";journal;"23124628, 2312461X";0,262;Q1;7;57;140;1994;47;136;0,38;34,98;58,33;0;13;Russian Federation;Eastern Europe;"Tomsk State University";"2013-2024";"History (Q1); Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
119;21100900131;"Terra Economicus";journal;"24104531, 20736606";0,262;Q1;12;35;114;1202;142;114;1,55;34,34;60,26;0;19;Russian Federation;Eastern Europe;"Southern Federal University";"2018-2024";"History (Q1); Law (Q2); Political Science and International Relations (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
120;21101038731;"Geologiya i Geofizika Yuga Rossii";journal;"22213198, 26867486";0,261;Q3;11;49;133;1236;134;133;1,31;25,22;30,53;0;22;Russian Federation;Eastern Europe;"Geophysical Institute of the Vladikavkaz Scientific Centre of the Russian Academy of Sciences";"2019-2024";"Ecology (Q3); Geology (Q3); Geophysics (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences; Environmental Science"
121;21100863480;"New Research of Tuva";journal;"20798482";0,261;Q1;15;74;201;1974;191;201;1,12;26,68;73,39;0;14;Russian Federation;Eastern Europe;"Ch. K. Lamazhaa";"2016-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2)";"Arts and Humanities; Social Sciences"
122;21101022481;"Vestnik Sankt-Peterburgskogo Universiteta, Yazyk i Literatura";journal;"25419366, 25419358";0,261;Q1;7;49;140;1234;34;140;0,31;25,18;69,44;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
123;21100926584;"Russian Journal of Nonlinear Dynamics";journal;"26585324, 26585316";0,259;Q3;11;55;131;1681;78;131;0,58;30,56;23,64;0;2;Russian Federation;Eastern Europe;"Institute of Computer Science Izhevsk";"2018-2024";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Mechanical Engineering (Q3); Mathematical Physics (Q4); Modeling and Simulation (Q4); Statistical and Nonlinear Physics (Q4)";"Engineering; Mathematics; Physics and Astronomy"
124;21101059744;"Vestnik Sankt-Peterburgskogo Universiteta. Ekonomika";journal;"2542226X, 1026356X";0,259;Q3;9;25;79;808;61;79;0,74;32,32;48,94;0;16;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
125;21100855805;"Computer Research and Modeling";journal;"20767633, 20776853";0,257;Q4;12;88;248;1881;126;230;0,48;21,38;32,35;0;11;Russian Federation;Eastern Europe;"Institute of Computer Science";"2017-2024";"Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Modeling and Simulation (Q4)";"Computer Science; Mathematics"
