Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
455;21100825825;"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery";journal;"23093994, 24108731";0,148;Q4;8;44;144;1693;42;141;0,33;38,48;-;0;1;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2013-2024";"Orthopedics and Sports Medicine (Q4); Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)";"Medicine"
456;21101037141;"RUDN Journal of Russian History";journal;"23128674, 23128690";0,148;Q2;4;40;132;766;23;132;0,21;19,15;-;0;13;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
457;21100792079;"Russian Electronic Journal of Radiology";journal;"22227415";0,148;Q4;10;61;210;1212;49;210;0,28;19,87;-;0;22;Russian Federation;Eastern Europe;"Russian Electronic Journal of Radiology";"2016-2024";"Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
458;21100939610;"Russian Journal of Human Reproduction";journal;"10257217, 23094885";0,148;Q4;11;81;299;3130;159;297;0,59;38,64;-;0;31;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2012-2024";"Embryology (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";"Medicine"
459;21101021750;"Journal of Siberian Federal University - Biology";journal;"23135530, 19971389";0,147;Q4;5;32;102;1238;47;101;0,45;38,69;-;0;12;Russian Federation;Eastern Europe;"Siberian Federal University";"2020-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
460;21101257865;"Philosophical Letters. Russian and European Dialogue";journal;"26585413";0,147;Q2;2;48;138;874;9;128;0,04;18,21;-;0;4;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2020-2024";"History (Q2); Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3)";"Arts and Humanities"
461;21101133217;"Russian Cardiology Bulletin";journal;"2712889X, 20776764";0,147;Q3;5;54;121;1323;49;121;0,30;24,50;-;0;26;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2019-2024";"Family Practice (Q3); Cardiology and Cardiovascular Medicine (Q4); Internal Medicine (Q4); Surgery (Q4)";"Medicine"
462;20375;"Russian Journal of Nematology";journal;"08696918";0,147;Q4;25;2;22;41;10;19;0,00;20,50;-;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1996-2024";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
463;21100926538;"Sibirskiy Psikhologicheskiy Zhurnal";journal;"17267080, 24110809";0,147;Q4;6;40;126;1473;49;126;0,28;36,83;-;0;7;Russian Federation;Eastern Europe;"Tomsk State University";"2019-2024";"Psychology (miscellaneous) (Q4)";"Psychology"
464;21100900060;"Tekst, Kniga, Knigoizdaniye";journal;"23062061, 23113774";0,147;Q2;3;20;85;376;12;84;0,19;18,80;-;0;4;Russian Federation;Eastern Europe;"Tomsk State University - Faculty of Philology";"2018-2024";"Visual Arts and Performing Arts (Q2); Media Technology (Q3); Communication (Q4); Information Systems (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
465;21101166823;"Travmatologiya i Ortopediya Rossii";journal;"25420933, 23112905";0,147;Q4;6;66;188;2100;74;174;0,38;31,82;-;0;7;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2021-2024";"Microbiology (medical) (Q4); Oncology (Q4); Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4)";"Medicine"
466;21101051697;"Ethical Thought";journal;"20744897, 20744870";0,146;Q3;2;20;62;566;7;60;0,08;28,30;-;0;4;Russian Federation;Eastern Europe;"RAS Institute of Philosophy";"2019-2024";"Philosophy (Q3)";"Arts and Humanities"
467;21100858412;"HIV Infection and Immunosuppressive Disorders";journal;"20781792, 20779828";0,146;Q4;8;44;148;1157;58;148;0,44;26,30;-;0;42;Russian Federation;Eastern Europe;"Baltic Medical Educational Center";"2017-2024";"Immunology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)";"Immunology and Microbiology; Medicine"
468;21101038734;"Infectious Diseases: News, Opinions, Training";journal;"26587394, 23053496";0,146;Q4;8;66;200;1921;68;200;0,29;29,11;-;0;48;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Medicine; Social Sciences"
469;21101149135;"Russian Journal of Woman and Child Health";journal;"26867184, 26188430";0,146;Q4;6;50;140;1499;80;139;0,56;29,98;-;0;26;Russian Federation;Eastern Europe;"Meditsina-Inform LLC";"2019-2024";"Obstetrics and Gynecology (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
470;21100920048;"Uchenye Zapiski Kazanskogo Universiteta. Seriya Estestvennye Nauki";journal;"2542064X, 2500218X";0,146;Q4;10;41;124;1599;57;124;0,46;39,00;-;0;13;Russian Federation;Eastern Europe;"Kazan Federal University";"2013-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences"
471;21100903715;"Annals of Clinical and Experimental Neurology";journal;"24092533, 20755473";0,145;Q4;6;46;130;1800;78;130;0,68;39,13;-;0;13;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2019-2024";"Cellular and Molecular Neuroscience (Q4); Cognitive Neuroscience (Q4); Multidisciplinary (Q4); Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Multidisciplinary; Neuroscience"
472;21101146394;"Digital Diagnostics";journal;"27128490, 27128962";0,145;Q4;7;73;169;2065;72;126;0,46;28,29;-;0;29;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2020-2024";"Health Informatics (Q4); Internal Medicine (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine"
473;21101037906;"Meditsinskiy Sovet";journal;"2079701X, 26585790";0,145;Q4;11;565;1572;20837;673;1565;0,44;36,88;-;0;291;Russian Federation;Eastern Europe;"Remedium Group Ltd";"2019-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
474;21101050035;"Plastic Surgery and Aesthetic Medicine";journal;"26867346, 27133389";0,145;Q4;4;60;150;1400;46;150;0,33;23,33;-;0;10;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2019-2024";"Dermatology (Q4); Surgery (Q4)";"Medicine"
475;21101080116;"Siberian Journal of Clinical and Experimental Medicine";journal;"27132927, 2713265X";0,145;Q4;5;93;283;2153;108;276;0,41;23,15;-;0;43;Russian Federation;Eastern Europe;"Tomsk State University";"2020-2024";"Cardiology and Cardiovascular Medicine (Q4); Internal Medicine (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
476;21101041814;"St. Petersburg State Polytechnical University Journal: Physics and Mathematics";journal;"26188686, 23049782";0,145;Q4;6;231;400;2625;106;398;0,26;11,36;-;0;17;Russian Federation;Eastern Europe;"St. Petersburg Polytechnic University of Peter the Great";"2019-2024";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Mathematical Physics (Q4); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
477;21101039108;"Uspehi Molekularnoj Onkologii";journal;"2313805X, 24133787";0,145;Q4;3;41;103;2221;37;103;0,34;54,17;-;0;40;Russian Federation;Eastern Europe;"ABC-press Publishing House";"2019-2024";"Biochemistry (medical) (Q4); Cancer Research (Q4); Genetics (clinical) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
478;21101098811;"Extreme Medicine";journal;"27132757, 27132765";0,144;Q4;4;35;160;1024;37;160;0,27;29,26;-;0;9;Russian Federation;Eastern Europe;"Federal Medical Biological Agency Publishing Group";"2019-2024";"Genetics (clinical) (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4); Microbiology (medical) (Q4); Orthopedics and Sports Medicine (Q4); Public Health, Environmental and Occupational Health (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Toxicology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
479;21101226034;"Geographical Environment and Living Systems";journal;"27127621";0,144;Q4;3;23;104;551;13;102;0,11;23,96;-;0;17;Russian Federation;Eastern Europe;"";"2020-2024";"Ecological Modeling (Q4); Ecology (Q4); Environmental Science (miscellaneous) (Q4); Nature and Landscape Conservation (Q4)";"Environmental Science"
480;21100979309;"Izvestiya of Saratov University. Physics";journal;"2542193X, 18173020";0,144;Q4;7;37;97;1023;29;97;0,33;27,65;-;0;5;Russian Federation;Eastern Europe;"Saratov State University";"2005-2017, 2019-2024";"Biophysics (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science; Physics and Astronomy"
481;21100939599;"Kardiologiya i Serdechno-Sosudistaya Khirurgiya";journal;"23094737, 19966385";0,144;Q4;11;95;281;2006;70;281;0,23;21,12;-;0;40;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2012-2024";"Cardiology and Cardiovascular Medicine (Q4); Emergency Medicine (Q4); Surgery (Q4)";"Medicine"
482;21100775478;"Russian Open Medical Journal";journal;"23043415";0,144;Q4;12;43;182;1936;70;182;0,37;45,02;-;0;21;Russian Federation;Eastern Europe;"Russian Open Medical Journal";"2012-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
483;21101016799;"Farmakoekonomika";journal;"20704933, 20704909";0,143;Q4;10;35;134;1279;49;134;0,42;36,54;-;0;10;Russian Federation;Eastern Europe;"IRBIS LLC";"2017-2024";"Health Policy (Q4); Pharmacology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
484;21100212321;"Mathematical Biology and Bioinformatics";journal;"19946538";0,143;Q4;11;36;80;1840;35;80;0,35;51,11;-;0;13;Russian Federation;Eastern Europe;"Russian Academy of Sciences,Department of the Earth Sciences";"2012-2025";"Applied Mathematics (Q4); Biomedical Engineering (Q4)";"Engineering; Mathematics"
485;21100778036;"Medical Immunology (Russia)";journal;"2313741X, 15630625";0,143;Q4;13;137;430;3257;173;430;0,40;23,77;-;0;70;Russian Federation;Eastern Europe;"Russian Association of Allergologists and Clinical Immunologists, St. Petersburg Regional Branch (SPb RAACI)";"2015-2025";"Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine"
486;21101210854;"Obozrenie Psihiatrii i Medicinskoj Psihologii Imeni V.M. Bekhtereva";journal;"2713055X, 23137053";0,143;Q4;7;51;123;2421;55;121;0,46;47,47;-;0;12;Russian Federation;Eastern Europe;"FSBI V M Bekhterev National Research Medical Center for Psychiatry and Neurology of of the Russian Federation Ministry of Health";"2020-2024";"Clinical Psychology (Q4); Physiology (medical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
487;21100833041;"Nervno-Myshechnye Bolezni";journal;"24130443, 22228721";0,142;Q4;6;48;94;1644;43;92;0,46;34,25;-;0;12;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2017-2024";"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
488;21100945158;"Opuholi Golovy i Sei";journal;"22221468, 24114634";0,142;Q4;5;39;144;958;43;144;0,30;24,56;-;0;29;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2018-2024";"Cancer Research (Q4); Oncology (Q4); Otorhinolaryngology (Q4); Pharmacology (medical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Surgery (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
489;21100932649;"Peremennye Zvezdy";journal;"22210474";0,142;Q4;1;12;40;214;7;34;0,17;17,83;-;0;0;Russian Federation;Eastern Europe;"Sternberg Astronomical Institute of Moscow University";"2019-2025";"Astronomy and Astrophysics (Q4)";"Physics and Astronomy"
490;21101204529;"Russian Journal of Stomatology";journal;"23095156, 20726406";0,142;Q3;4;20;74;392;15;74;0,26;19,60;-;0;3;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2011-2024";"Orthodontics (Q3); Dentistry (miscellaneous) (Q4); Medicine (miscellaneous) (Q4); Oral Surgery (Q4)";"Dentistry; Medicine"
491;21100922188;"Farmatsiya i Farmakologiya";journal;"23079266, 24132241";0,141;Q3;8;12;135;577;60;135;0,49;48,08;-;0;2;Russian Federation;Eastern Europe;"Volgograd State Medical University, Pyatigorsk Medical and Pharmaceutical Institute";"2019-2024";"Pharmacology (nursing) (Q3); Pharmacy (Q3); Pharmaceutical Science (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
492;21101072518;"Fyodorov Journal of Ophthalmic Surgery";journal;"02354160, 23124970";0,141;Q4;4;63;164;1645;39;164;0,29;26,11;-;0;8;Russian Federation;Eastern Europe;"Ophthalmology Publishing house";"2019-2024";"Ophthalmology (Q4)";"Medicine"
493;21100790112;"Jurnal Infektologii";journal;"24999865, 20726732";0,141;Q4;10;61;242;1473;93;242;0,41;24,15;-;0;47;Russian Federation;Eastern Europe;"Interregional public organization Association of infectious disease specialists of Saint-Petersburg and Leningrad region (IPO AIDSSPbR)";"2015-2024";"Infectious Diseases (Q4)";"Medicine"
494;21101124730;"Neonatology";journal;"23082402, 26587424";0,141;Q3;5;52;113;1276;52;105;0,46;24,54;-;0;13;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Family Practice (Q3); Education (Q4); Medicine (miscellaneous) (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine; Social Sciences"
495;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";0,141;Q3;10;276;735;10615;248;735;0,35;38,46;-;0;160;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q3); Developmental and Educational Psychology (Q4); Education (Q4)";"Arts and Humanities; Psychology; Social Sciences"
496;21100886141;"Philologia Classica";journal;"02022532, 26186969";0,141;Q2;4;24;82;961;7;82;0,07;40,04;-;0;3;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2018-2024";"Classics (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
497;21101083977;"Rossijskij Psihiatriceskij Zurnal";journal;"1560957X";0,141;Q4;6;49;175;1625;41;173;0,26;33,16;-;0;15;Russian Federation;Eastern Europe;"V. Serbsky National Medical Research Centre for Psychiatry and Narcology";"2019-2024";"Applied Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Psychology"
498;21101108187;"Sports Medicine: Research and Practice";journal;"25879014, 22232524";0,141;Q4;4;13;123;516;14;123;0,11;39,69;-;0;1;Russian Federation;Eastern Europe;"National Electronic-Information Consortium (NEICON)";"2019-2024";"Biochemistry (medical) (Q4); Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4)";"Medicine"
499;21101066747;"Transplantologiya. The Russian Journal of Transplantation";journal;"25420909, 20740506";0,141;Q4;5;43;109;958;35;106;0,32;22,28;-;0;12;Russian Federation;Eastern Europe;"N.V. Sklifosovsky Research Institute for Emergency Medicine";"2018-2024";"Immunology (Q4); Immunology and Allergy (Q4); Surgery (Q4); Transplantation (Q4)";"Immunology and Microbiology; Medicine"
500;21101202298;"Russian Medical Inquiry";journal;"26869918, 25876821";0,140;Q4;7;94;316;2728;135;312;0,39;29,02;-;0;55;Russian Federation;Eastern Europe;"Meditsina-Inform LLC";"2020-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
501;21100857526;"Russian Sklifosovsky Journal of Emergency Medical Care";journal;"22239022, 25418017";0,140;Q4;10;86;253;2870;81;252;0,23;33,37;-;0;23;Russian Federation;Eastern Europe;"Sklifosovsky Research Institute for Emergency Medicine";"2017-2024";"Emergency Medicine (Q4)";"Medicine"
502;21100829707;"Russkii Zhunal Detskoi Nevrologii";journal;"20738803, 24129178";0,140;Q4;5;27;60;731;23;60;0,46;27,07;-;0;1;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2017-2024";"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
503;21101166962;"Urology Reports (St. Petersburg)";journal;"22259074, 26871416";0,140;Q4;3;45;41;1457;16;41;0,39;32,38;-;0;20;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2023-2024";"Urology (Q4)";"Medicine"
504;21100983358;"Epilepsy and Paroxysmal Conditions";journal;"20778333, 23114088";0,139;Q4;5;37;107;1511;53;107;0,80;40,84;-;0;3;Russian Federation;Eastern Europe;"IRBIS LLC";"2017-2024";"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
505;21101068936;"Russian Journal of Allergy";journal;"2686682X, 18108830";0,139;Q4;5;42;126;1522;46;122;0,37;36,24;-;0;20;Russian Federation;Eastern Europe;"Pharmarus Print Media";"2019-2024";"Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine"
506;21100815331;"Vestnik Drevnei Istorii";journal;"03210391";0,139;Q2;6;8;151;261;15;149;0,10;32,63;-;0;1;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2016-2024";"Classics (Q2); History (Q2); Archeology (arts and humanities) (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
507;21100834345;"Voprosy Sovremennoi Pediatrii - Current Pediatrics";journal;"16825535, 16825527";0,139;Q4;10;51;164;1923;71;163;0,47;37,71;-;0;13;Russian Federation;Eastern Europe;"Publishing House of the Union of Pediatricians";"2014-2024";"Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
508;21100942420;"Opera Medica et Physiologica";journal;"25002295, 25002287";0,138;Q4;6;60;123;2877;55;123;0,41;47,95;-;0;25;Russian Federation;Eastern Europe;"Lobachevsky State University of Nizhny Novgorod";"2015-2024";"Pathology and Forensic Medicine (Q4); Physiology (Q4); Physiology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
509;21101039876;"Russian Journal of Pediatric Hematology and Oncology";journal;"23111267, 24135496";0,138;Q4;4;47;184;955;31;152;0,16;20,32;-;0;32;Russian Federation;Eastern Europe;"Graphica Ltd";"2019-2024";"Hematology (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
510;21101030333;"Sovremennaya Revmatologiya";journal;"19967012, 2310158X";0,138;Q4;10;98;318;3731;144;318;0,49;38,07;-;0;19;Russian Federation;Eastern Europe;"Ima-Press Publishing House";"2019-2024";"Immunology (Q4); Immunology and Allergy (Q4); Pharmacology (medical) (Q4); Rheumatology (Q4)";"Immunology and Microbiology; Medicine"
511;21101051212;"Tromboz, Gemostaz i Reologiya";journal;"20781008, 26871483";0,138;Q4;4;36;126;960;26;126;0,28;26,67;-;0;14;Russian Federation;Eastern Europe;"Hemostasis and Rheology LLC";"2020-2024";"Biochemistry (medical) (Q4); Hematology (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4); Physiology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
512;24973;"Vestnik Dermatologii i Venerologii";journal;"00424609, 23136294";0,138;Q4;6;58;158;1778;65;158;0,44;30,66;-;0;20;Russian Federation;Eastern Europe;"Russian Society for Dermatologists and Cosmetologists";"1950, 1957-1995, 2019-2024";"Dermatology (Q4); Infectious Diseases (Q4)";"Medicine"
513;21100814515;"Arterial Hypertension (Russian Federation)";journal;"1607419X, 24118524";0,137;Q4;11;46;197;1948;72;197;0,38;42,35;-;0;26;Russian Federation;Eastern Europe;"All-Russian Public Organization Antihypertensive League";"2017-2024";"Cardiology and Cardiovascular Medicine (Q4); Internal Medicine (Q4)";"Medicine"
514;21101041556;"Complex Issues of Cardiovascular Diseases";journal;"23061278, 25879537";0,137;Q4;8;126;261;4274;110;260;0,41;33,92;-;0;66;Russian Federation;Eastern Europe;"NII KPSSZ";"2019-2024";"Cardiology and Cardiovascular Medicine (Q4); Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4); Rehabilitation (Q4); Surgery (Q4)";"Medicine"
515;21100855812;"Genij Ortopedii";journal;"10284427, 2542131X";0,137;Q4;10;93;317;3371;114;314;0,36;36,25;-;0;10;Russian Federation;Eastern Europe;"Russian Ilizarov Scientific Center for Restorative Traumatology and Orthopaedics";"2017-2024";"Orthopedics and Sports Medicine (Q4); Surgery (Q4)";"Medicine"
516;21101196452;"Nations and Religions of Eurasia";journal;"25422332, 26868040";0,137;Q3;1;39;40;1211;5;40;0,13;31,05;-;0;6;Russian Federation;Eastern Europe;"Altai State University";"2023-2024";"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
517;21101038823;"Russian Archives of Internal Medicine";journal;"24116564, 22266704";0,137;Q4;7;47;155;1396;62;155;0,37;29,70;-;0;28;Russian Federation;Eastern Europe;"SINAPS LLC";"2019-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
518;21101054226;"Russian Journal of Evidence-Based Gastroenterology";journal;"23091363, 23052260";0,137;Q3;7;52;113;1524;43;112;0,33;29,31;-;0;17;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2012-2016, 2018-2024";"Family Practice (Q3); Gastroenterology (Q4)";"Medicine"
519;19486;"Antibiotiki i Khimioterapiya";journal;"02352990";0,136;Q4;15;53;187;1762;73;187;0,35;33,25;-;0;29;Russian Federation;Eastern Europe;"Publishing House OKI";"1988-2024";"Infectious Diseases (Q4); Medicine (miscellaneous) (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
520;21100868294;"Bulletin of Siberian Medicine";journal;"16820363, 18193684";0,136;Q4;9;0;285;0;106;284;0,37;0,00;-;0;0;Russian Federation;Eastern Europe;"Siberian State Medical University";"2018-2023";"Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology"
521;21101254068;"Slavic World in the Third Millennium";journal;"2782442X, 24126446";0,136;Q2;1;27;86;399;6;86;0,09;14,78;-;0;3;Russian Federation;Eastern Europe;"Institute for Slavic Studies of the Russian Academy of Sciences";"2021-2024";"History (Q2); Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Linguistics and Language (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
522;21101032721;"Acta Biomedica Scientifica";journal;"25419420, 25879596";0,135;Q4;7;158;531;4689;192;517;0,39;29,68;-;0;60;Russian Federation;Eastern Europe;"Scientific Centre for Family Health and Human Reproduction Problems";"2017-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Immunology and Microbiology (miscellaneous)  (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
523;28306;"Experimental and Clinical Gastroenterology";journal;"16828658";0,135;Q4;13;172;708;5539;229;705;0,28;32,20;-;0;82;Russian Federation;Eastern Europe;"Global Media Technologies";"2002-2016, 2020-2024";"Gastroenterology (Q4); Hepatology (Q4)";"Medicine"
524;21100903047;"Patologiya Krovoobrashcheniya i Kardiokhirurgiya";journal;"16813472, 25003119";0,135;Q4;9;26;122;784;38;122;0,26;30,15;-;0;8;Russian Federation;Eastern Europe;"Meshalkin National Medical Research Center";"2018-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
525;21100793184;"Prikladnaya Diskretnaya Matematika";journal;"23112263, 20710410";0,135;Q4;7;8;106;158;20;106;0,17;19,75;-;0;0;Russian Federation;Eastern Europe;"Tomsk State University";"2016-2024";"Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Signal Processing (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
526;21100934661;"Russian Neurological Journal";journal;"26587947, 26867192";0,135;Q4;9;51;169;1812;68;169;0,42;35,53;-;0;18;Russian Federation;Eastern Europe;"Medicinskoe Informacionnoe agentstvo";"2019-2024";"Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience"
527;21101146371;"Ophthalmology Journal";journal;"19987102, 24125423";0,134;Q4;6;43;132;1272;30;131;0,27;29,58;-;0;7;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2019-2024";"Ophthalmology (Q4); Surgery (Q4)";"Medicine"
528;21101070989;"Psychiatry (Moscow)";journal;"26186667, 16838319";0,134;Q4;6;53;252;1858;78;252;0,27;35,06;-;0;8;Russian Federation;Eastern Europe;"Medicinskoe Informacionnoe agentstvo";"2019-2024";"Biological Psychiatry (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
529;21100850734;"Siberian Journal of Oncology";journal;"23123168, 18144861";0,134;Q4;9;103;326;3062;133;323;0,50;29,73;-;0;92;Russian Federation;Eastern Europe;"Tomsk National Research Medical Center of the Russian Academy of Sciences";"2017-2024";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
530;21101169100;"RUDN Journal of Medicine";journal;"23130261, 23130245";0,133;Q4;4;42;108;1614;38;108;0,32;38,43;-;0;15;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
531;21100304862;"Medical News of North Caucasus";journal;"20738137, 20738145";0,132;Q4;11;83;324;1729;83;323;0,28;20,83;-;0;25;Russian Federation;Eastern Europe;"Stavropol State Medical University";"2014-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
532;19297;"Vestnik Khirurgii Imeni I.I.Grekova";journal;"00424625";0,132;Q4;9;60;295;1205;39;285;0,11;20,08;-;0;20;Russian Federation;Eastern Europe;"Aesculapius";"1946, 1949-2015, 2018-2024";"Medicine (miscellaneous) (Q4); Surgery (Q4)";"Medicine"
533;17482;"Voprosy Kurortologii Fizioterapii i Lechebnoi Fizicheskoi Kultury / Problems of Balneology, Physiotherapy and Therapeutic Physical Culture";journal;"00428787, 23091355";0,132;Q4;11;70;205;1992;64;205;0,35;28,46;-;0;28;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1955, 1961-1963, 1965-2024";"Medicine (miscellaneous) (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine"
534;21101066172;"Izvestiya Vuzov. Poroshkovaya Metallurgiya i Funktsional'nye Pokrytiya";journal;"24128767, 1997308X";0,131;Q4;4;46;92;1486;23;91;0,31;32,30;-;0;19;Russian Federation;Eastern Europe;"Izdatel'stvo Kalvis";"2019-2024";"Ceramics and Composites (Q4); Materials Science (miscellaneous) (Q4); Metals and Alloys (Q4); Surfaces, Coatings and Films (Q4)";"Materials Science"
